combinations,questions,avg_rating,quest_comb_id,model
"(33, 20, 9)",Wha best could help you to improve in coping?; Wha best could help you to improve in happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,1,16,14
"(33, 20, 10)",Wha best could help you to improve in coping?; Wha best could help you to improve in happy?; How would you like me to help you maintain in hopeful?,3,17,14
"(33, 20, 11)",Wha best could help you to improve in coping?; Wha best could help you to improve in happy?; How can you maintain a high wellbeing score in hopeful?,3,18,14
"(33, 20, 12)",Wha best could help you to improve in coping?; Wha best could help you to improve in happy?; Who could best help you to maintain a high wellbeing score?,4,19,14
"(33, 21, 9)",Wha best could help you to improve in coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,3,20,14
"(33, 21, 10)",Wha best could help you to improve in coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; How would you like me to help you maintain in hopeful?,1,21,14
"(33, 21, 11)",Wha best could help you to improve in coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; How can you maintain a high wellbeing score in hopeful?,4,22,14
"(33, 21, 12)",Wha best could help you to improve in coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Who could best help you to maintain a high wellbeing score?,4,23,14
"(34, 19, 9)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What can you do to improve your score in this happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,3,24,14
"(34, 19, 10)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What can you do to improve your score in this happy?; How would you like me to help you maintain in hopeful?,3,25,14
"(34, 19, 11)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What can you do to improve your score in this happy?; How can you maintain a high wellbeing score in hopeful?,0,26,14
"(34, 19, 12)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What can you do to improve your score in this happy?; Who could best help you to maintain a high wellbeing score?,0,27,14
"(34, 20, 9)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Wha best could help you to improve in happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,1,28,14
"(34, 20, 10)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Wha best could help you to improve in happy?; How would you like me to help you maintain in hopeful?,2,29,14
"(34, 20, 11)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Wha best could help you to improve in happy?; How can you maintain a high wellbeing score in hopeful?,0,30,14
"(34, 20, 12)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Wha best could help you to improve in happy?; Who could best help you to maintain a high wellbeing score?,4,31,14
"(34, 21, 9)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,2,32,14
